Crop,Season,Agro_Zone,Zone_Group,mean_temp,rain_avg,Sand_pct,Silt_pct,Clay_pct,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,Humidity_pct,pH
Wheat,Rabi,13,arid,23.41,26.32,80.65,14.08,5.27,sandy,109.2,38.3,44.8,47.6,6.9
Maize,Rabi,6,plains,21.92,95.36,46.4,25.64,27.96,sandy,105.4,47.4,47.4,56.6,6.11
Sugarcane,Kharif,4,plains,33.34,80.54,23.3,36.71,39.99,clayey,153.4,69.5,58.2,68.7,6.2
Sugarcane,Kharif,12,arid,35.52,89.88,35.52,28.98,35.5,clayey,228.2,88.1,95.7,79.6,6.65
Maize,Kharif,5,arid,30.31,78.96,49.39,30.39,20.22,sandy,145.3,53.5,57.8,73.0,5.94
Maize,Rabi,9,plains,24.08,98.92,43.69,26.28,30.03,loamy,83.2,33.4,33.9,76.1,7.0
Sugarcane,Kharif,11,humid,31.66,164.47,39.74,26.4,33.86,loamy,127.1,59.2,62.7,67.1,6.41
Sugarcane,Kharif,4,plains,29.5,106.65,36.38,27.59,36.03,clayey,200.9,77.4,78.3,66.6,6.61
Rice,Kharif,10,humid,29.17,172.65,19.97,33.04,46.99,clayey,129.7,50.4,58.6,93.9,4.63
Wheat,Rabi,8,plains,23.31,68.77,37.69,29.9,32.41,loamy,86.9,32.7,31.5,64.1,7.15
Sugarcane,Kharif,3,plains,31.58,113.86,29.54,32.6,37.86,clayey,236.4,98.4,89.8,82.2,7.0
Sugarcane,Kharif,10,humid,28.88,150.38,21.98,43.0,35.02,clayey,177.4,79.0,72.7,68.8,6.92
Sugarcane,Kharif,2,humid,30.01,167.12,23.69,28.22,48.09,clayey,213.4,92.2,96.9,85.6,6.4
Rice,Kharif,2,humid,31.61,112.66,10.68,31.0,58.32,clayey,86.1,33.7,35.3,91.5,4.76
Maize,Kharif,6,plains,27.64,110.05,42.91,30.19,26.9,loamy,115.9,47.8,46.6,70.4,5.9
Maize,Kharif,8,plains,24.85,59.77,29.53,25.27,45.2,clayey,147.4,57.0,54.0,50.3,5.98
Wheat,Rabi,12,arid,21.18,40.03,52.63,30.38,16.99,sandy,90.2,45.2,40.4,41.2,6.33
Maize,Kharif,4,plains,26.15,98.52,40.58,33.56,25.86,loamy,132.5,58.4,53.8,59.8,6.65
Rice,Kharif,10,humid,29.18,149.13,20.0,33.88,46.12,clayey,123.0,37.3,38.9,82.0,5.47
Sugarcane,Kharif,2,humid,22.64,128.77,23.17,31.18,45.65,clayey,201.6,80.2,79.9,86.5,6.2
Sugarcane,Kharif,10,humid,27.35,129.54,22.35,40.16,37.49,clayey,184.2,82.6,77.5,83.3,6.3
Wheat,Rabi,4,plains,17.87,55.36,46.7,30.84,22.46,sandy,147.8,53.3,49.0,63.0,7.46
Maize,Kharif,5,arid,26.54,63.3,49.16,25.93,24.91,sandy,144.9,50.7,55.3,54.5,6.78
Sugarcane,Kharif,3,plains,34.39,96.76,22.61,35.08,42.31,clayey,181.4,74.3,82.2,78.3,6.87
Rice,Kharif,14,humid,24.02,164.71,26.89,33.57,39.54,clayey,126.9,54.0,54.5,80.0,6.34
Rice,Kharif,6,plains,29.44,118.49,19.88,27.25,52.87,clayey,119.4,41.6,47.9,83.2,5.13
Maize,Kharif,5,arid,21.6,57.14,41.87,39.3,18.83,loamy,123.6,48.4,42.8,57.3,5.99
Sugarcane,Kharif,4,plains,23.6,86.54,32.41,31.24,36.35,clayey,151.6,61.4,56.8,68.6,6.84
Rice,Kharif,3,plains,33.14,135.9,10.45,33.72,55.83,clayey,119.6,43.0,40.6,78.1,5.92
Sugarcane,Kharif,11,humid,30.54,140.08,35.49,26.98,37.53,clayey,212.0,95.6,97.8,82.5,7.5
Rice,Kharif,14,humid,30.8,136.08,33.52,30.63,35.85,clayey,110.7,44.2,41.4,82.0,5.25
Wheat,Rabi,8,plains,22.45,58.63,31.93,24.52,43.55,clayey,124.6,53.4,58.9,59.6,6.84
Maize,Kharif,8,plains,26.41,83.56,29.38,29.03,41.59,clayey,122.3,40.4,40.6,51.0,6.67
Rice,Kharif,10,humid,27.91,120.97,20.48,32.01,47.51,clayey,104.1,40.0,43.5,84.2,5.32
Maize,Kharif,5,arid,24.74,68.91,39.58,38.69,21.73,loamy,142.3,55.4,57.9,54.1,6.49
Maize,Kharif,8,plains,31.93,50.58,28.43,25.48,46.09,clayey,127.5,56.5,58.9,59.0,6.75
Sugarcane,Kharif,10,humid,33.59,164.05,34.1,31.4,34.5,loamy,214.2,98.4,88.6,65.3,6.3
Wheat,Rabi,8,plains,23.9,53.51,34.97,31.34,33.69,loamy,76.4,29.3,32.6,55.0,6.87
Rice,Kharif,10,humid,33.86,167.09,8.77,40.7,50.53,clayey,104.0,40.1,41.3,94.0,5.14
Sugarcane,Kharif,11,humid,28.6,132.94,42.01,29.17,28.82,loamy,158.8,58.0,69.7,84.7,6.4
Rice,Kharif,10,humid,29.27,174.39,10.58,44.98,44.44,clayey,147.7,54.1,59.3,87.2,5.48
Wheat,Rabi,4,plains,22.63,65.6,51.26,37.56,11.18,sandy,69.3,25.0,27.0,56.5,6.23
Maize,Rabi,7,plains,26.5,65.47,42.14,27.49,30.37,loamy,116.1,47.1,48.0,70.4,6.95
Rice,Kharif,11,humid,28.3,173.04,37.02,20.7,42.28,clayey,148.0,51.1,54.8,82.9,5.14
Wheat,Rabi,7,plains,22.2,65.24,33.68,32.61,33.71,loamy,145.0,59.7,53.9,46.5,6.45
Sugarcane,Kharif,12,arid,27.18,86.09,27.13,32.76,40.11,clayey,206.1,80.2,76.1,76.9,7.33
Wheat,Rabi,12,arid,23.67,48.4,52.38,29.18,18.44,sandy,90.3,48.0,45.2,58.8,6.44
Sugarcane,Kharif,4,plains,28.25,103.62,32.49,41.14,26.37,loamy,217.7,86.7,96.6,61.5,7.46
Rice,Kharif,14,humid,31.34,167.12,37.16,28.15,34.69,loamy,114.1,44.1,37.2,97.8,6.27
Maize,Kharif,0,plains,21.44,78.01,54.26,33.76,11.98,sandy,131.7,56.6,59.1,66.4,6.72
Sugarcane,Kharif,3,plains,31.68,118.01,29.47,33.49,37.04,clayey,202.5,70.1,80.5,77.0,7.21
Wheat,Rabi,4,plains,21.65,59.63,43.6,42.46,13.94,loamy,71.9,29.5,25.8,42.0,6.77
Sugarcane,Kharif,10,humid,31.97,137.53,37.79,32.15,30.06,loamy,237.5,96.0,89.4,67.9,6.44
Rice,Kharif,3,plains,23.87,107.96,19.53,33.3,47.17,clayey,85.5,27.1,29.7,80.0,5.74
Sugarcane,Kharif,11,humid,33.8,147.32,39.46,32.73,27.81,loamy,123.5,68.1,68.6,70.1,6.44
Rice,Kharif,3,plains,31.6,108.97,17.94,30.52,51.54,clayey,101.1,26.7,34.4,74.3,6.33
Wheat,Rabi,5,arid,17.38,43.8,66.85,27.9,5.25,sandy,106.6,43.6,46.9,44.8,6.24
Sugarcane,Kharif,12,arid,28.84,89.73,28.1,33.7,38.2,clayey,163.2,82.6,80.6,69.0,6.38
Wheat,Rabi,8,plains,22.35,63.8,28.14,27.8,44.06,clayey,130.6,56.1,57.6,44.0,6.8
Maize,Rabi,6,plains,21.91,81.76,45.58,33.27,21.15,sandy,119.9,43.3,43.1,61.8,6.33
Rice,Kharif,10,humid,25.9,165.5,14.45,39.81,45.74,clayey,113.9,36.6,44.1,79.5,5.81
Wheat,Rabi,5,arid,18.11,52.82,59.44,23.65,16.91,sandy,140.8,58.0,54.9,42.9,6.85
Sugarcane,Kharif,10,humid,33.73,167.25,27.16,35.55,37.29,clayey,231.5,85.4,95.7,81.3,6.19
Wheat,Rabi,13,arid,23.18,45.16,74.24,15.27,10.49,sandy,98.8,39.4,40.3,47.3,7.49
Wheat,Rabi,8,plains,23.91,52.66,39.67,31.81,28.52,loamy,68.3,35.7,27.9,41.1,6.99
Sugarcane,Kharif,12,arid,36.79,80.11,33.67,32.3,34.03,loamy,122.8,55.7,67.2,69.4,7.44
Maize,Kharif,7,plains,24.81,91.29,25.72,32.16,42.12,clayey,120.1,48.9,43.7,73.4,6.18
Maize,Kharif,0,plains,20.04,82.43,50.69,32.79,16.52,sandy,116.9,46.5,49.4,63.1,5.75
Sugarcane,Kharif,4,plains,23.8,93.99,33.78,37.09,29.13,loamy,139.3,58.4,60.4,74.9,6.21
Maize,Kharif,0,plains,19.16,61.9,55.43,25.44,19.13,sandy,84.0,31.0,32.4,58.9,6.95
Rice,Kharif,2,humid,33.47,168.05,9.18,36.54,54.28,clayey,90.8,27.8,36.1,88.6,6.15
Maize,Kharif,5,arid,23.1,48.61,52.02,26.77,21.21,sandy,129.6,57.6,51.1,71.6,5.9
Maize,Kharif,6,plains,21.89,105.71,45.47,31.48,23.05,sandy,133.7,53.5,57.5,66.1,6.05
Wheat,Rabi,12,arid,21.99,51.69,40.92,37.11,21.97,loamy,70.5,36.1,32.8,41.9,6.15
Maize,Kharif,6,plains,23.08,95.21,46.15,33.06,20.79,sandy,120.6,44.9,48.2,76.1,6.83
Wheat,Rabi,7,plains,22.79,67.53,40.23,26.65,33.12,loamy,136.1,54.3,57.9,52.0,7.31
Wheat,Rabi,8,plains,23.65,59.26,37.77,20.26,41.97,clayey,84.4,30.3,36.4,46.4,6.98
Rice,Kharif,2,humid,24.07,161.25,5.68,37.26,57.06,clayey,139.7,50.3,57.3,78.5,5.46
Maize,Kharif,8,plains,31.08,61.78,29.97,22.73,47.3,clayey,128.1,57.1,55.4,77.2,6.12
Wheat,Rabi,3,plains,21.32,70.0,43.33,32.71,23.96,loamy,104.9,48.4,46.7,49.9,6.67
Wheat,Rabi,7,plains,22.96,62.77,30.43,33.15,36.42,clayey,108.8,48.3,40.3,46.4,7.45
Maize,Kharif,4,plains,28.2,96.84,42.32,41.22,16.46,loamy,96.5,35.7,31.7,60.1,5.57
Rice,Kharif,10,humid,26.96,145.78,20.26,36.83,42.91,clayey,134.6,52.5,50.2,86.3,5.19
Sugarcane,Kharif,2,humid,34.72,134.18,23.65,33.36,42.99,clayey,234.3,93.9,89.5,81.4,6.62
Sugarcane,Kharif,9,plains,23.93,82.1,40.02,20.86,39.12,clayey,168.0,82.6,77.4,61.6,7.41
Rice,Kharif,14,humid,28.29,179.81,28.17,32.95,38.88,clayey,118.8,40.1,42.2,77.1,6.37
Rice,Kharif,14,humid,30.66,179.55,28.64,30.74,40.62,clayey,149.9,52.7,57.2,85.9,4.63
Sugarcane,Kharif,3,plains,23.55,115.47,28.44,33.76,37.8,clayey,132.1,59.3,68.5,84.2,6.24
Wheat,Rabi,7,plains,21.54,65.72,42.93,30.59,26.48,loamy,121.0,58.1,51.6,55.6,6.28
Sugarcane,Kharif,9,plains,27.43,128.62,40.1,22.29,37.61,clayey,151.5,67.8,63.0,78.4,6.02
Rice,Kharif,14,humid,31.7,184.23,40.88,23.62,35.5,clayey,117.8,44.7,47.3,93.1,4.66
Maize,Rabi,8,plains,30.24,67.91,29.94,27.6,42.46,clayey,149.4,58.6,58.1,53.0,7.02
Wheat,Rabi,13,arid,23.75,43.1,70.97,23.45,5.58,sandy,120.6,53.3,51.9,36.6,7.35
Sugarcane,Kharif,11,humid,31.98,135.28,43.68,21.35,34.97,loamy,178.3,76.5,75.0,80.8,7.48
Maize,Kharif,0,plains,20.22,71.19,58.51,32.25,9.24,sandy,121.6,46.3,44.1,59.7,5.65
Rice,Kharif,2,humid,35.56,116.46,17.27,33.29,49.44,clayey,107.8,36.6,47.5,92.6,5.59
Wheat,Rabi,7,plains,21.36,68.15,37.74,32.87,29.39,loamy,139.4,54.5,56.9,40.4,7.34
Sugarcane,Kharif,12,arid,22.35,86.8,40.19,27.66,32.15,loamy,155.5,64.5,68.3,68.7,6.25
Rice,Kharif,6,plains,23.16,104.05,26.58,29.12,44.3,clayey,145.1,53.4,55.9,85.3,6.37
Wheat,Rabi,7,plains,23.14,67.08,42.54,25.41,32.05,loamy,72.9,26.0,27.5,61.7,6.78
Rice,Kharif,14,humid,28.44,160.87,29.21,26.32,44.47,clayey,86.3,33.2,33.5,81.3,6.2
Sugarcane,Kharif,5,arid,29.52,89.23,29.72,33.16,37.12,clayey,142.5,56.4,63.7,69.9,7.46
Rice,Kharif,11,humid,28.51,160.09,25.05,27.59,47.36,clayey,87.7,27.5,32.3,79.9,6.38
Sugarcane,Kharif,4,plains,24.91,91.1,27.7,33.99,38.31,clayey,121.1,61.7,64.1,82.5,6.7
Rice,Kharif,1,humid,29.87,155.23,22.79,40.4,36.81,clayey,122.5,35.0,44.4,93.7,4.67
Maize,Kharif,9,plains,24.3,104.62,38.1,39.94,21.96,loamy,104.1,42.1,49.8,65.8,6.32
Rice,Kharif,1,humid,24.32,137.3,25.01,36.72,38.27,clayey,117.6,40.7,46.0,96.7,5.41
Maize,Kharif,4,plains,22.03,71.15,42.34,39.43,18.23,loamy,141.7,59.7,51.5,70.5,5.87
Wheat,Rabi,3,plains,21.93,70.0,43.44,42.48,14.08,loamy,70.7,25.8,33.8,40.2,6.12
Wheat,Rabi,5,arid,21.66,52.41,50.95,43.58,5.47,sandy,119.3,43.1,48.0,52.6,6.87
Rice,Kharif,11,humid,30.21,136.32,34.64,21.81,43.55,clayey,88.1,30.4,25.8,95.2,5.12
Sugarcane,Kharif,3,plains,33.06,107.51,17.34,42.89,39.77,clayey,174.2,78.5,71.0,60.6,6.74
Rice,Kharif,2,humid,25.69,130.22,9.09,40.83,50.08,clayey,131.3,49.1,59.3,83.7,5.85
Sugarcane,Kharif,9,plains,30.0,101.27,29.95,29.69,40.36,clayey,154.5,56.7,56.3,63.2,6.44
Rice,Kharif,6,plains,26.45,122.98,17.93,31.12,50.95,clayey,83.2,29.1,29.5,77.4,5.75
Sugarcane,Kharif,11,humid,33.16,157.86,34.15,24.88,40.97,clayey,159.5,69.7,59.3,76.4,6.31
Rice,Kharif,11,humid,28.83,140.3,35.2,27.48,37.32,clayey,82.9,34.2,35.0,90.2,4.74
Maize,Rabi,9,plains,26.25,110.09,40.22,26.35,33.43,loamy,146.4,53.0,57.9,51.6,7.2
Sugarcane,Kharif,4,plains,29.13,95.98,37.71,28.55,33.74,loamy,201.0,77.6,80.3,80.9,7.09
Maize,Rabi,5,arid,22.52,48.04,49.03,30.61,20.36,sandy,104.0,49.4,40.9,46.0,6.71
Maize,Kharif,9,plains,27.38,119.71,38.86,27.69,33.45,loamy,148.6,55.5,57.7,62.0,6.73
Maize,Kharif,6,plains,28.21,90.61,41.66,20.28,38.06,clayey,88.0,31.1,34.9,70.6,7.08
Wheat,Rabi,12,arid,22.83,69.02,53.24,30.11,16.65,sandy,89.9,42.1,43.3,57.8,7.35
Maize,Kharif,9,plains,22.82,96.39,48.21,29.67,22.12,sandy,103.7,48.0,46.0,53.1,7.17
Maize,Kharif,6,plains,25.64,102.44,45.45,28.01,26.54,sandy,148.4,56.9,52.7,54.3,6.61
Wheat,Rabi,13,arid,22.84,40.96,73.01,16.32,10.67,sandy,66.8,27.5,25.4,44.9,6.41
Wheat,Rabi,7,plains,20.65,61.64,37.39,25.1,37.51,clayey,71.7,34.4,30.1,62.4,7.0
Wheat,Rabi,13,arid,22.81,29.34,71.45,18.92,9.63,sandy,93.8,46.8,47.5,53.8,6.52
Maize,Kharif,7,plains,25.69,98.91,28.14,29.53,42.33,clayey,114.7,41.3,46.8,50.8,5.53
Maize,Rabi,7,plains,26.83,112.6,33.12,26.92,39.96,clayey,108.0,43.7,46.4,77.8,6.56
Sugarcane,Kharif,3,plains,23.25,103.74,18.27,35.01,46.72,clayey,147.8,59.3,67.6,72.9,7.24
Sugarcane,Kharif,11,humid,27.68,134.15,43.56,20.74,35.7,clayey,217.6,98.6,86.6,85.0,7.05
Maize,Kharif,8,plains,31.63,67.4,28.95,31.7,39.35,clayey,103.1,49.1,45.7,60.4,6.69
Wheat,Rabi,3,plains,20.97,70.0,44.85,37.63,17.52,loamy,148.4,59.6,50.6,42.3,7.09
Wheat,Rabi,4,plains,19.06,67.33,50.08,38.7,11.22,sandy,87.9,32.4,28.7,57.8,7.19
Sugarcane,Kharif,9,plains,22.78,88.47,25.02,29.94,45.04,clayey,197.3,77.6,77.6,79.9,6.0
Rice,Kharif,10,humid,25.65,155.13,15.86,41.99,42.15,clayey,83.4,25.7,34.4,87.8,4.9
Wheat,Rabi,7,plains,23.9,65.44,34.66,36.04,29.3,loamy,106.5,37.2,41.6,46.3,7.06
Rice,Kharif,3,plains,32.82,135.98,10.16,44.43,45.41,clayey,119.1,40.3,44.4,90.0,4.89
Sugarcane,Kharif,3,plains,23.19,89.59,30.81,37.69,31.5,loamy,234.5,93.1,97.3,69.6,6.23
Sugarcane,Kharif,12,arid,35.66,87.03,28.55,26.45,45.0,clayey,231.0,93.0,88.9,57.3,6.02
Rice,Kharif,14,humid,27.77,154.71,38.37,31.74,29.89,loamy,130.1,52.2,53.5,92.4,4.68
Maize,Rabi,4,plains,31.99,119.37,39.82,40.71,19.47,loamy,102.2,30.8,34.3,72.3,6.98
Maize,Kharif,8,plains,27.95,98.7,20.94,34.56,44.5,clayey,137.6,56.2,52.8,59.8,7.35
Sugarcane,Kharif,12,arid,25.71,89.04,38.01,25.72,36.27,clayey,142.3,67.7,65.5,59.4,7.02
Rice,Kharif,6,plains,25.53,105.32,26.33,18.11,55.56,clayey,96.4,25.1,33.8,90.9,4.78
Wheat,Rabi,7,plains,23.99,64.52,32.64,36.53,30.83,loamy,101.6,44.4,41.8,48.6,6.6
Wheat,Rabi,12,arid,20.91,58.42,45.93,33.41,20.66,sandy,134.5,52.5,52.6,40.6,6.87
Sugarcane,Kharif,11,humid,33.06,125.72,42.03,28.95,29.02,loamy,166.8,79.3,73.8,69.1,6.5
Sugarcane,Kharif,10,humid,31.04,91.79,35.3,27.02,37.68,clayey,220.1,98.4,96.5,72.4,6.84
Maize,Kharif,7,plains,30.41,98.65,21.15,36.39,42.46,clayey,110.2,42.5,43.8,50.6,6.95
Rice,Kharif,1,humid,27.05,144.83,28.95,30.74,40.31,clayey,132.8,45.8,49.6,89.2,5.07
Sugarcane,Kharif,11,humid,32.14,142.81,41.24,20.96,37.8,clayey,137.6,60.7,65.4,69.1,6.18
Sugarcane,Kharif,9,plains,22.92,103.56,28.22,26.2,45.58,clayey,235.5,95.6,87.2,73.7,6.14
Rice,Kharif,6,plains,25.82,135.7,16.6,26.02,57.38,clayey,86.1,25.1,32.7,83.0,5.3
Wheat,Rabi,3,plains,23.18,70.0,36.74,37.29,25.97,loamy,93.9,45.3,44.1,43.2,6.73
Rice,Kharif,14,humid,27.16,154.46,42.74,22.39,34.87,loamy,132.6,51.8,49.9,95.5,5.33
Wheat,Rabi,4,plains,17.37,55.46,47.76,32.16,20.08,sandy,105.3,42.5,37.1,44.1,6.51
Sugarcane,Kharif,9,plains,29.57,129.35,30.63,28.18,41.19,clayey,213.0,87.1,86.8,82.2,6.62
Sugarcane,Kharif,12,arid,35.67,89.98,37.59,28.1,34.31,loamy,180.9,80.2,75.9,59.6,7.04
Wheat,Rabi,5,arid,20.51,56.36,64.6,30.45,4.95,sandy,113.8,38.9,39.6,34.9,6.77
Wheat,Rabi,4,plains,23.79,69.94,47.07,32.5,20.43,sandy,80.4,34.7,35.0,39.7,7.11
Wheat,Rabi,13,arid,23.83,38.33,73.15,16.02,10.83,sandy,86.9,28.2,36.4,37.7,7.04
Wheat,Rabi,4,plains,23.77,56.7,56.1,31.96,11.94,sandy,101.9,39.7,39.0,50.1,7.11
Maize,Kharif,0,plains,18.19,66.31,55.96,29.53,14.51,sandy,88.2,34.8,35.9,71.2,5.95
Maize,Rabi,0,plains,20.26,62.51,57.86,31.05,11.09,sandy,135.7,58.7,53.7,55.3,7.22
Sugarcane,Kharif,11,humid,27.55,167.48,37.21,28.8,33.99,loamy,196.5,77.9,84.0,84.2,7.44
Wheat,Rabi,13,arid,23.24,33.09,77.88,16.29,5.83,sandy,101.1,39.7,44.2,58.0,6.94
Rice,Kharif,11,humid,25.3,122.76,32.71,28.95,38.34,clayey,115.7,35.2,39.5,92.6,6.16
Maize,Rabi,4,plains,31.42,83.28,45.17,29.72,25.11,sandy,98.6,35.5,34.8,68.7,6.83
Maize,Kharif,7,plains,28.67,110.13,35.19,32.97,31.84,loamy,110.8,46.8,45.6,62.0,6.4
Maize,Kharif,7,plains,28.92,119.15,35.29,32.12,32.59,loamy,99.7,34.2,39.5,70.0,5.99
Rice,Kharif,14,humid,29.26,177.67,36.26,29.65,34.09,loamy,105.9,40.3,38.1,90.6,6.44
Wheat,Rabi,8,plains,23.69,51.96,31.04,31.64,37.32,clayey,131.5,53.0,53.8,52.6,6.23
Sugarcane,Kharif,3,plains,22.96,92.2,20.17,35.09,44.74,clayey,201.6,83.3,72.5,62.3,6.09
Sugarcane,Kharif,10,humid,29.43,135.62,22.66,31.01,46.33,clayey,212.1,96.6,98.0,68.7,7.05
Wheat,Rabi,12,arid,23.52,46.47,52.63,26.22,21.15,sandy,112.3,40.3,44.2,53.3,6.91
Rice,Kharif,6,plains,30.74,147.28,22.47,28.17,49.36,clayey,84.4,30.0,31.1,81.4,5.82
Rice,Kharif,10,humid,29.45,116.56,25.74,33.74,40.52,clayey,122.4,38.4,37.9,88.4,4.96
Wheat,Rabi,5,arid,14.92,44.88,62.17,27.47,10.36,sandy,127.6,53.9,56.1,50.9,6.23
Sugarcane,Kharif,5,arid,32.87,83.27,41.88,25.58,32.54,loamy,166.2,77.1,76.3,71.5,6.19
Wheat,Rabi,12,arid,21.49,68.25,51.93,30.63,17.44,sandy,98.1,38.4,44.1,38.0,6.75
Maize,Kharif,7,plains,31.35,73.06,30.75,31.06,38.19,clayey,99.9,34.8,31.3,57.7,5.7
Maize,Kharif,4,plains,25.19,93.17,46.82,26.47,26.71,sandy,80.5,39.5,34.6,64.3,6.15
Rice,Kharif,1,humid,27.59,179.37,30.79,33.85,35.36,clayey,133.2,49.0,52.9,87.2,5.58
Sugarcane,Kharif,12,arid,36.62,84.61,39.13,33.85,27.02,loamy,232.1,94.7,85.2,75.2,6.54
Wheat,Rabi,3,plains,21.62,70.0,49.47,37.17,13.36,sandy,72.4,33.7,25.8,41.4,6.58
Maize,Rabi,4,plains,29.88,81.11,50.21,34.35,15.44,sandy,136.3,59.9,57.9,74.9,5.81
Rice,Kharif,3,plains,27.15,129.73,15.45,37.26,47.29,clayey,81.6,29.5,32.0,82.1,6.14
Rice,Kharif,1,humid,26.96,182.51,29.42,31.77,38.81,clayey,107.7,39.6,39.5,93.8,5.4
Rice,Kharif,11,humid,32.93,179.53,19.66,31.19,49.15,clayey,123.3,37.9,38.5,85.7,4.72
Maize,Rabi,8,plains,29.08,71.77,28.18,22.52,49.3,clayey,121.0,49.4,43.1,57.5,6.87
Sugarcane,Kharif,5,arid,32.01,85.21,38.79,29.35,31.86,loamy,219.6,95.8,97.1,72.1,6.4
Wheat,Rabi,8,plains,22.84,54.95,34.06,28.38,37.56,clayey,90.9,46.7,44.9,48.7,7.14
Maize,Kharif,6,plains,26.4,84.52,43.14,29.05,27.81,loamy,140.7,54.7,53.7,74.8,6.0
Rice,Kharif,1,humid,23.37,140.16,28.56,29.67,41.77,clayey,141.2,48.1,58.8,88.6,5.1
Wheat,Rabi,8,plains,23.71,66.7,31.18,32.09,36.73,clayey,122.9,51.7,53.3,65.8,6.55
Wheat,Rabi,4,plains,21.01,62.55,50.49,30.05,19.46,sandy,60.8,31.8,35.9,63.7,6.99
Wheat,Rabi,13,arid,23.89,31.72,79.96,13.55,6.49,sandy,101.5,46.9,42.2,47.3,6.95
Rice,Kharif,6,plains,23.11,107.44,19.4,29.01,51.59,clayey,110.5,37.0,46.6,89.8,5.39
Maize,Kharif,9,plains,29.19,96.22,35.66,36.31,28.03,loamy,129.6,60.0,57.9,77.5,5.6
Wheat,Rabi,7,plains,21.02,66.82,40.57,28.89,30.54,loamy,118.1,46.4,48.0,60.8,6.89
Rice,Kharif,2,humid,27.05,162.63,16.54,32.47,50.99,clayey,88.7,28.6,31.1,86.3,5.47
Wheat,Rabi,3,plains,19.44,70.0,52.2,35.69,12.11,sandy,61.1,27.0,35.0,65.5,6.15
Wheat,Rabi,13,arid,22.44,29.34,72.21,22.63,5.16,sandy,109.7,40.8,42.8,52.7,7.27
Sugarcane,Kharif,5,arid,22.49,87.92,37.27,28.84,33.89,loamy,242.9,90.3,85.7,77.1,7.03
Sugarcane,Kharif,4,plains,23.89,95.69,36.79,31.19,32.02,loamy,125.3,68.7,57.6,81.1,7.21
Rice,Kharif,6,plains,29.38,108.13,26.47,30.31,43.22,clayey,90.3,25.5,25.2,87.5,4.77
Maize,Kharif,9,plains,24.88,114.9,30.36,34.51,35.13,clayey,99.7,38.4,34.8,76.0,6.24
Maize,Kharif,7,plains,26.78,79.76,36.31,29.23,34.46,loamy,116.8,44.2,41.6,54.2,6.24
Maize,Kharif,5,arid,26.65,89.76,58.92,31.37,9.71,sandy,134.3,57.7,59.6,67.1,5.93
Sugarcane,Kharif,10,humid,33.78,154.73,29.21,34.53,36.26,clayey,233.9,90.9,87.1,81.5,7.1
Sugarcane,Kharif,3,plains,32.83,112.26,29.37,39.29,31.34,loamy,186.1,82.7,71.6,72.9,7.36
Rice,Kharif,11,humid,25.4,129.13,32.9,24.16,42.94,clayey,117.2,43.9,47.1,77.3,4.81
Sugarcane,Kharif,9,plains,26.2,126.91,28.18,23.05,48.77,clayey,178.8,78.1,82.0,61.9,7.44
Rice,Kharif,2,humid,33.68,102.29,8.95,36.35,54.7,clayey,146.1,47.8,56.9,90.2,5.2
Sugarcane,Kharif,9,plains,33.33,105.57,25.62,21.87,52.51,clayey,213.3,98.1,94.7,74.1,6.01
Sugarcane,Kharif,10,humid,32.61,105.35,28.52,38.92,32.56,loamy,214.5,88.3,94.3,69.0,6.32
Wheat,Rabi,7,plains,21.59,64.55,39.75,28.87,31.38,loamy,128.1,54.5,49.7,50.4,7.1
Wheat,Rabi,12,arid,20.57,51.24,44.39,32.24,23.37,loamy,143.9,50.5,56.2,56.9,6.55
Rice,Kharif,14,humid,31.28,170.21,40.97,24.03,35.0,clayey,135.8,54.7,56.5,89.2,6.1
Wheat,Rabi,7,plains,21.11,68.53,42.54,32.21,25.25,loamy,100.0,42.1,45.8,65.9,7.49
Sugarcane,Kharif,3,plains,34.73,127.58,21.85,36.44,41.71,clayey,150.6,61.3,56.0,84.7,7.34
Maize,Kharif,9,plains,24.02,64.69,33.13,34.69,32.18,loamy,115.5,48.4,44.2,73.6,7.17
Maize,Kharif,4,plains,25.95,57.73,45.52,41.42,13.06,sandy,110.1,41.9,45.5,55.3,7.23
Sugarcane,Kharif,9,plains,24.34,97.37,33.33,30.48,36.19,clayey,221.1,93.5,87.9,83.3,6.22
Rice,Kharif,2,humid,28.67,152.66,12.13,30.46,57.41,clayey,101.3,30.0,28.8,86.2,5.05
Rice,Kharif,6,plains,31.52,136.76,31.37,20.97,47.66,clayey,117.1,35.9,45.2,90.3,5.04
Rice,Kharif,2,humid,28.61,130.89,5.07,36.15,58.78,clayey,126.7,41.3,41.0,91.5,5.7
Sugarcane,Kharif,12,arid,32.95,84.68,28.11,27.43,44.46,clayey,170.0,70.0,76.3,57.3,7.19
Maize,Rabi,7,plains,30.33,105.19,30.33,39.1,30.57,loamy,126.6,46.7,46.8,66.6,6.22
Sugarcane,Kharif,10,humid,27.74,135.67,28.58,36.04,35.38,clayey,221.0,98.9,91.9,77.6,6.29
Sugarcane,Kharif,2,humid,28.61,159.08,13.83,32.27,53.9,clayey,237.9,93.8,87.3,75.4,6.8
Rice,Kharif,6,plains,30.45,138.61,21.28,30.69,48.03,clayey,146.3,53.0,53.2,82.9,5.74
Wheat,Rabi,8,plains,22.93,69.27,29.01,30.31,40.68,clayey,135.8,59.7,49.9,53.6,7.02
